"mNo","lat","lon","easting","northing","height","st.code","type","type_area","country","Koppen","pm10.obs","pm10.LE","region","Koppen3","Koppen3a","KA","KA2","dg","TIME"
3197,45.335277557373,9.45277786254883,4278.03888392943,2469.39024447701,83,"IT1418A","background","rural","IT",14,29,32.5855445861816,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3231,45.2900009155273,11.6430549621582,4450.08740080418,2465.63007613167,18,"IT1870A","background","rural","IT",14,27,34.4977912902832,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3237,44.5566673278809,8.94194412231445,4236.77232093811,2383.45328553214,80,"IT1178A","background","rural","IT",14,16,25.9495697021484,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3245,46.1969451904297,11.1147222518921,4407.14043907491,2565.51922075236,227,"IT1930A","background","rural","IT",26,24,22.8316211700439,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3258,43.9161109924316,11.0069446563721,4402.06329174041,2312.3782358174,48,"IT1553A","background","rural","IT",14,27,23.9782180786133,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3281,44.8730545043945,10.6638889312744,4373.5547006724,2418.18381779827,22,"IT1914A","background","rural","IT",14,22,36.8679351806641,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3282,45.8519439697266,9.71388912200928,4298.74851296774,2526.61670189919,47,"IT1646A","background","rural","IT",15,21,18.4252815246582,"AT.CH.IT","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3288,44.9969444274902,11.0708332061768,4405.57963085695,2432.30031937075,16,"IT1865A","background","rural","IT",14,29,30.2484893798828,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3309,45.1755561828613,7.55999994277954,4128.92547281852,2454.65006522476,337,"IT1121A","background","rural","IT",14,16,30.4500064849854,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3359,45.4625015258789,10.9122219085693,4392.45014428286,2483.78766643032,91,"IT1343A","background","rural","IT",14,46,37.0605239868164,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3423,52.9180564880371,5.57389497756958,4023.47975743737,3321.2211844584,0,"NL00918","background","rural","NL",15,52.0550003051758,38.2565574645996,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3424,52.6550025939941,6.01807022094727,4051.68628788528,3290.25879339621,0,"NL00818","background","rural","NL",15,61.5540008544922,42.3088569641113,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3426,52.4494438171387,5.61944723129272,4023.37773605754,3268.97077406272,-4,"NL00631","background","rural","NL",15,77.2190017700195,42.8071403503418,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3433,52.2980537414551,4.5102858543396,3946.89331935261,3257.2764785611,4,"NL00444","background","rural","NL",15,61.148998260498,39.8729400634766,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3437,52.0924987792969,6.60583877563477,4088.47325537185,3225.70894307455,19,"NL00722","background","rural","NL",15,115.342002868652,50.5873794555664,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3439,51.6528091430664,4.51388883590698,3941.73076664033,3185.63592548635,0,"NL00246","background","rural","NL",15,95.1429977416992,53.6836051940918,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3443,52.3891677856445,6.40361404418945,4076.26689237374,3259.35002561288,7,"NL00807","background","rural","NL",15,89.9059982299805,44.520450592041,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3444,51.435001373291,4.36028623580933,3929.26797259167,3162.27356366019,18,"NL00235","background","rural","NL",15,99.0500030517578,55.3580169677734,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3445,53.3316650390625,6.2775092124939,4073.10473522374,3364.54310566406,1,"NL00934","background","rural","NL",15,62.2369995117188,37.7113571166992,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3450,51.2952766418457,3.7494580745697,3885.62861699712,3150.2312592888,5,"NL00318","background","rural","NL",15,88.5780029296875,48.3769989013672,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3463,52.8766632080078,6.93333292007446,4114.58772662986,3311.9054372191,10,"NL00929","background","rural","NL",15,68.245002746582,41.8062057495117,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3468,51.5411109924316,5.85361385345459,4033.51070794481,3167.1096569144,28,"NL00131","background","rural","NL",15,120.674003601074,56.8268165588379,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3470,52.1124992370605,5.70861911773682,4027.21156544475,3231.17271972115,18,"NL00738","background","rural","NL",15,96.1969985961914,46.796085357666,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3471,51.7874984741211,4.45084095001221,3938.52045562823,3200.91484091383,0,"NL00437","background","rural","NL",15,85.3030014038086,44.5240173339844,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3472,52.8047218322754,5.05084180831909,3987.51525441775,3310.90311610716,-4,"NL00538","background","rural","NL",15,66.2289962768555,34.3527641296387,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3476,52.1388893127441,4.83833599090576,3967.94588769747,3237.96818904654,-2,"NL00633","background","rural","NL",15,74.3059997558594,42.3298988342285,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3511,50.9124870300293,15.3121509552002,4694.23225546162,3102.56557733868,645,"PL0028A","background","rural","PL",26,46,21.3692035675049,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3530,51.0123138427734,15.6682548522949,4718.34098239873,3115.52105799962,303,"PL0062A","background","rural","PL",26,48,21.2523784637451,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3562,52.8446502685547,18.0049610137939,4859.1185819426,3333.66768952792,96,"PL0202A","background","rural","PL",26,48.6749992370605,19.5937118530273,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3581,52.8481178283691,17.7342357635498,4840.95938959848,3332.07937382329,80,"PL0348A","background","rural","PL",26,93.4000015258789,19.9418849945068,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3590,50.591381072998,22.9966602325439,5235.80344422657,3134.79421625179,240,"PL0349A","background","rural","PL",26,42.4000015258789,15.0348606109619,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3627,52.1433334350586,19.2333335876465,4951.14556568263,3265.96371006864,177,"PL0094A","background","rural","PL",26,66.25,21.6936664581299,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3830,54.6938056945801,17.4580898284912,4801.06549144664,3534.58606900072,0,"PL0281A","background","rural","PL",26,37,12.8197546005249,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3913,54.1253128051758,22.0381107330322,5103.98792141442,3511.86684411094,157,"PL0005R","background","rural","PL",26,43.0999984741211,28.1524829864502,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3934,52.946849822998,14.3421602249146,4612.6924439638,3324.07984311639,50,"PL0470A","background","rural","PL",26,33.9379997253418,21.9111652374268,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3935,53.1222953796387,14.3821697235107,4614.18871688234,3343.73433177515,15,"PL0182A","background","rural","PL",26,50.5999984741211,22.1211338043213,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3940,53.3415336608887,14.9639110565186,4651.35956251835,3370.58760508617,40,"PL0473A","background","rural","PL",26,42.125,22.9028186798096,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
3952,39.2113914489746,-8.28195762634277,2749.69685583888,1981.36432003598,43,"PT03096","background","rural","PT",8,12.1960000991821,9.04428100585938,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3956,40.5894432067871,-8.67083644866943,2751.02637946588,2138.47343661579,32,"PT02019","background","rural","PT",9,8.58300018310547,9.12388896942139,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3959,38.6350021362305,-8.69000053405762,2701.36362341605,1927.64690396579,57,"PT03099","background","rural","PT",8,17.3330001831055,7.58442640304565,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3960,40.6438903808594,-8.09862422943115,2799.39461668121,2132.63707947455,741,"PT02021","background","rural","PT",9,7.20800018310547,9.40944957733154,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3961,40.1352806091309,-7.17528581619263,2863.83961035236,2059.30129095532,473,"PT02020","background","rural","PT",9,14.5,8.85369777679443,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3970,39.2783012390137,-9.24580001831055,2670.50147184176,2009.08589807875,63,"PT03102","background","rural","PT",99,8.08500003814697,5.95491504669189,"ES.PT","ZZZ","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3973,38.0750007629395,-8.79862499237061,2678.53396629636,1869.50748490665,43,"PT04002","background","rural","PT",8,18.0830001831055,7.74065685272217,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3974,40.1844444274902,-8.67777824401855,2740.39837382968,2094.82864944094,96,"PT02022","background","rural","PT",9,19.125,8.43139362335205,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3984,41.8022232055664,-8.69389724731445,2779.5846720116,2270.12470019435,777,"PT01047","background","rural","PT",9,9.5,7.52282857894897,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-04 00:00:00 CEST"
4185,47.9599990844727,17.8605651855469,4907.10148744152,2791.92402271952,113,"SK0007R","background","rural","SK",25,33.7210006713867,24.9636840820312,"CZ.SK.PL","Dfa","Dfa","Dfb","EE","EE","2009-04-04 00:00:00 CEST"
23,46.6083297729492,14.3986101150513,4658.09081845072,2620.54027324661,430,"AT2M226","background","rural","AT",26,9.80000019073486,6.14387273788452,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
24,48.3916702270508,13.6711139678955,4592.86561009017,2815.45145860448,525,"AT0ENK1","background","rural","AT",26,12.6000003814697,7.79568481445312,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
27,48.1061096191406,15.9194478988647,4761.51513276117,2794.61272375466,581,"AT30202","background","rural","AT",26,15,7.67370796203613,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
42,48.2366676330566,16.6369476318359,4813.48404035839,2813.61524335051,150,"AT30407","background","rural","AT",26,18.6000003814697,7.30673265457153,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
50,48.8786087036133,15.0466785430908,4690.95400180941,2875.49444084093,560,"AT30502","background","rural","AT",26,16.8999996185303,5.43490076065063,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
51,48.086109161377,16.4333324432373,4799.83944108485,2795.59527165814,172,"AT30603","background","rural","AT",26,17.7999992370605,8.5108814239502,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
56,47.7700004577637,16.7664031982422,4827.6793238587,2762.80051477554,117,"AT0ILL1","background","rural","AT",26,13.1999998092651,7.35479116439819,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
67,46.7527770996094,15.9566717147827,4775.9990242177,2644.86701284068,300,"AT60185","background","rural","AT",26,9.19999980926514,7.98188018798828,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
72,47.4591674804688,11.9105634689331,4465.14266239971,2706.92166508985,600,"AT72538","background","rural","AT",26,12,12.1119575500488,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
81,47.5672225952148,14.2436199188232,4640.33275686135,2726.22533954163,665,"AT60182","background","rural","AT",26,13.6000003814697,13.0798034667969,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
94,48.3222198486328,15.9666662216187,4763.12894127106,2818.85139826208,182,"AT31905","background","rural","AT",26,17.8999996185303,5.43789911270142,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
95,47.3041648864746,16.1930637359619,4789.06662907785,2707.42343913055,330,"AT10002","background","rural","AT",26,12,6.30881118774414,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
96,46.9355583190918,13.1955671310425,4564.46233307402,2652.14081710441,686,"AT2SP10","background","rural","AT",29,9.30000019073486,8.20933055877686,"AT.CH.IT","ET","ET","DfcET","Alpine","Alpine","2009-06-04 00:00:00 CEST"
100,48.7211112976074,15.9422302246094,4757.83409411495,2862.92851914854,315,"AT0PIL1","background","rural","AT",26,12.6999998092651,5.13702630996704,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
103,47.2188911437988,14.6016836166382,4669.56902803688,2689.19591071156,795,"AT60127","background","rural","AT",26,16.5,9.95390701293945,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
105,47.3066711425781,11.8638896942139,4462.03550654226,2689.89416269279,555,"AT0ZIL1","background","rural","AT",26,11.3000001907349,12.1119575500488,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
112,46.7080574035645,14.8919534683228,4695.13588329605,2633.96201744864,540,"AT2WO35","background","rural","AT",27,11.8000001907349,6.02006912231445,"AT.CH.IT","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-04 00:00:00 CEST"
120,48.0508308410645,16.6766738891602,4818.24087100178,2793.29531274346,210,"AT30302","background","rural","AT",26,15.8000001907349,7.30673265457153,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
123,48.2766647338867,15.9361143112183,4761.2676980166,2813.61870065787,220,"AT31904","background","rural","AT",26,18.8999996185303,5.43789911270142,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
128,48.3533325195312,15.746955871582,4746.62430379108,2821.00874634722,190,"AT31703","background","rural","AT",26,20,5.43789911270142,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
129,48.3316650390625,15.85973072052,4755.14304488899,2819.2635092427,192,"AT31903","background","rural","AT",26,16.3999996185303,5.43789911270142,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
150,48.3922233581543,16.5222282409668,4803.50750621312,2830.09146028898,190,"AT30403","background","rural","AT",26,16.6000003814697,5.49326038360596,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
153,48.5288887023926,15.9427862167358,4759.558096816,2841.62019721226,230,"AT30701","background","rural","AT",26,14.6999998092651,5.13702630996704,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
155,48.3283309936523,15.9091749191284,4758.82631363414,2819.18604705302,200,"AT31902","background","rural","AT",26,19.1000003814697,5.43789911270142,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
268,51.2336540222168,5.163978099823,3983.51219715898,3135.90836190421,30,"BETN016","background","rural","BE",15,20.1429996490479,12.4173526763916,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
275,50.7117042541504,5.10315799713135,3975.41110319326,3078.23531856359,135,"BETN054","background","rural","BE",15,20.761999130249,12.0709066390991,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
284,50.6554374694824,4.66828918457031,3944.32869048902,3074.13451550115,145,"BETN063","background","rural","BE",15,15.0419998168945,12.9796676635742,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
285,50.6288604736328,6.0023307800293,4038.28907283006,3065.17532616699,295,"BETN066","background","rural","BE",15,19.6669998168945,11.8602170944214,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
287,50.5027160644531,4.98842191696167,3965.75096273586,3055.58176236749,160,"BETN073","background","rural","BE",15,16,12.9796676635742,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
288,50.3032073974609,6.00173616409302,4036.28892973924,3028.99956860247,490,"BETN085","background","rural","BE",15,15.75,10.8863697052002,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
289,50.2744789123535,5.23516702651978,3981.57855794254,3029.07232374988,265,"BETN093","background","rural","BE",15,16.9169998168945,11.6542291641235,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
290,50.0956840515137,4.59476089477539,3934.60039317818,3012.39530088744,225,"BETN100","background","rural","BE",15,15.9169998168945,12.1203870773315,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
292,49.8771286010742,5.20238590240479,3976.39271722084,2985.10976516088,430,"BETN121","background","rural","BE",15,23,10.5281944274902,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
293,49.7192802429199,5.63039684295654,4006.06263058974,2965.66129443619,375,"BETN132","background","rural","BE",15,16.5419998168945,11.4463396072388,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
297,51.2545738220215,3.36253309249878,3858.35160654497,3148.09657820836,3,"BETN012","background","rural","BE",15,17.4090003967285,13.9163732528687,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
298,51.0162773132324,2.58232188224792,3801.49834156634,3126.93275567275,2,"BETN029","background","rural","BE",15,17.6189994812012,13.4152517318726,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
383,46.1625518798828,6.00518894195557,4012.25935057189,2569.3489951837,427,"CH0051A","background","rural","CH",26,17.7000007629395,10.1133136749268,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
397,46.1603698730469,8.93394184112549,4238.56386953211,2561.40368569729,204,"CH0033A","background","rural","CH",15,13.5,7.72941112518311,"AT.CH.IT","Cfb","Cfb","ZZZ","WE","WE","2009-06-04 00:00:00 CEST"
400,46.8130569458008,6.94446897506714,4087.65855159137,2638.09433123036,489,"CH0002R","background","rural","CH",26,10.6999998092651,10.1024646759033,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
403,46.1389923095703,7.14833307266235,4100.45202929416,2562.66765512141,460,"CH0024A","background","rural","CH",31,10.8000001907349,9.08438205718994,"AT.CH.IT","ET","ET","DfcET","Alpine","Alpine","2009-06-04 00:00:00 CEST"
406,47.4797706604004,8.90469646453857,4238.39050516417,2707.96203504553,539,"CH0003R","background","rural","CH",27,18.5,11.2146444320679,"AT.CH.IT","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-04 00:00:00 CEST"
430,49.5591659545898,18.3483486175537,4923.61157858856,2972.7649883364,400,"CZ0TCEL","background","rural","CZ",26,14,6.29058218002319,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
431,49.7772216796875,17.5419521331787,4863.20127367591,2990.61015355217,749,"CZ0TCER","background","rural","CZ",26,22,5.67921113967896,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
440,50.4588890075684,14.171669960022,4617.06826247972,3046.98068389901,158,"CZ0UDOK","background","rural","CZ",26,11,6.61452770233154,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
441,49.9319458007812,16.9608421325684,4819.96668318485,3003.62552707747,298,"CZ0MDST","background","rural","CZ",26,11,6.44071865081787,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
443,49.0955543518066,16.1344547271729,4768.53321512103,2905.59766826564,400,"CZ0JDUK","background","rural","CZ",26,14,6.24104833602905,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
445,50.9383354187012,15.0819578170776,4677.89108900458,3104.28597675865,381,"CZ0LFRU","background","rural","CZ",26,12,5.75427484512329,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
452,50.2425003051758,17.1911163330078,4833.07082540858,3039.62023309348,625,"CZ0MJES","background","rural","CZ",26,11.75,5.48615741729736,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-04 00:00:00 CEST"
